D;Dictionary of archival terminology: english and french with equivalents in dutch, german, italian, russian and spanish;https://unesdoc.unesco.org/ark:/48223/pf0000061646  // https://searchworks.stanford.edu/view/1565307;OK
T;Dictionnaire de terminologie archivistique;https://francearchives.fr/file/4f717e37a1befe4b17f58633cbc6bcf54f8199b4/dictionnaire-de-terminologie-archivistique.pdf;OK
D;Enquête internationale sur les documents informatiques dans les archives des pays en développement;https://unesdoc.unesco.org/ark:/48223/pf0000075667?posInSet=10&queryId=106a3ee6-1787-45f9-9c68-472788298edd;OK
D;Association des Archivistes Français [internet];https://www.archivistes.org/Site-Internet-de-l-AAF;OK
D;Manual de gestão documental das entidades nacionais do sistema indústria: conceitos e práticas;https://www.bdpa.cnptia.embrapa.br/consulta/busca?b=ad&id=871175&biblioteca=vazio&busca=autoria:%22CONFEDERA%C3%87%C3%83O%20NACIONAL%20DA%20IND%C3%9ASTRIA%20(Brasil).%22&qFacets=autoria:%22CONFEDERA%C3%87%C3%83O%20NACIONAL%20DA%20IND%C3%9ASTRIA%20(Brasil).%22&sort=&paginacao=t&paginaAtual=1;OK
D;Guide for managing electronic records from an archival perspective;https://www.ica.org/sites/default/files/ICA%20Study%208%20guide_eng.pdf;OK
D;Ciência da Informação, Biblioteconomia e Arquivologia;http://www.brapci.inf.br/_repositorio/2011/09/pdf_e9d23645f2_0018712.pdf;OK
D;Guia dos arquivos CPDOC;https://www.estantevirtual.com.br/boniek/cpdoc-e-fgv-guia-dos-arquivos-cpdoc-1979-104471518  ///  https://www.amazon.com.br/Guia-Dos-Arquivos-Do-Cpdoc/dp/8522501963;OK
T;Catálogo de manuscritos: série vermelha I [curso];http://www.acad-ciencias.pt/document-uploads/3005718_mv1.pdf;OK
D;Administrative records classification system;https://www2.gov.bc.ca/assets/gov/british-columbians-our-governments/services-policies-for-government/information-management-technology/records-management/arcs/arcs-current.pdf;Erro
D;Como avaliar documento de arquivo;http://www.arqsp.org.br/arquivos/oficinas_colecao_como_fazer/cf1.pdf;OK
D;Rules for Archival Description.;http://www.cdncouncilarchives.ca/RAD/RADComplete_July2008.pdf;OK
D;A survey of legal issues relating to the security of electronic information;https://books.google.com.br/books/about/A_Survey_of_Legal_Issues_Relating_to_the.html?id=ZEf4jwEACAAJ&redir_esc=y;OK
D;Portaria nº 985, de 27 de setembro de 1979. Regulamenta a lei nº 5.433, de 8 de maio de 1968, que dispõe sobre a microfilmagem de documentos;http://www.planalto.gov.br/ccivil_03/LEIS/L5433.htm;Erro
T;Regulamento nº 2, de 2 de janeiro de 1838. Dá instruções sobre o Arquivo Público provisoriamente estabelecido na Secretaria de Estado dos Negócios do Império;http://www.arquivonacional.gov.br/br/ultimas-noticias/872-em-2-de-janeiro-de-1838-era-criado-o-arquivo-publico-do-imperio-hoje-arquivo-nacional;Erro
D;Conselho Internacional de Arquivos;file:///C:/Users/00511473273/Downloads/330-Texto%20do%20artigo-339-1-10-20150708.pdf  // https://www.ica.org/sites/default/files/ICA_Study-16-Electronic-records_PT.pdf   //   ;Erro
D;Curso de Arquivologia UFSM - RS;file:///C:/Users/00511473273/Downloads/5358-15970-1-PB.pdf;Erro
T;Archivística: estudios básicos;https://books.google.com.br/books/about/Archiv%C3%ADstica.html?id=ddk7TVSB0S8C&redir_esc=y;OK
D;Politique de Publication des Instruments de Recherche;https://francearchives.fr/file/76298fbb98c70715ad177a6a107546993fe74a42/static_1389.pdf;OK
D;Manuel D’Arquivistique;https://www.amazon.fr/Manuel-darchivistique-lAssociation-archivistes-Avant-propos/dp/B000X8FUOA;Erro
D;Guia dos acervos do Arquivo Público do Distrito Federal;https://agenciabrasilia.df.gov.br/wp-conteudo/uploads/2018/12/Guia-de-Fundos-do-Arquivo-P%C3%BAblico-2018.pdf;OK
D;Decreto nº 2.858, de 18 de março de 1975. Dispõe sobre a guarda e eliminação de documentos oficiais do Distrito Federal e dá outras providências;http://www.sinj.df.gov.br/sinj/Norma/4128/Decreto_2858_18_03_1975.html;OK
D;Decreto nº 3.625, de 25 de março de 1977. Institui o Sistema Integrado de Distribuição de Processo e Correspondência Oficial Interna e dá outras providências;http://www.sinj.df.gov.br/SINJ/Norma/5093/Decreto_3625_25_03_1977.html;OK
D;Mapa do Acesso à Informação Pública na América Latina [internet];https://knightcenter.utexas.edu/en/node/3998;Erro
D;European Visual Archive – Project;http://xml.coverpages.org/eva.html;OK
D;Fundo leonidas Deane: inventário analítico;https://www.estantevirtual.com.br/livros/francisco-dos-santos-lourenco-org/fundo-leonidas-deane-inventario-analitico/3113321993;OK
D;Guia do Acervo da Casa de Oswaldo Cruz;https://www.estantevirtual.com.br/elp2628920227/casa-de-oswaldo-cruz-guia-do-acervo-287754224  // https://www.yumpu.com/pt/document/read/16484954/guia-do-acervo-arquivo-da-casa-de-oswaldo-cruz-fiocruz;OK
D;Manual de catalogação de documentos fotográficos: versão preliminar;http://objdigital.bn.br/acervo_digital/div_iconografia/icon1357759/icon1357759.pdf;OK
T;Arquivos pessoais [fascículo];http://arqsp.org.br/wp-content/uploads/2016/11/Arquivos-pessoais_experiencias_reflexoes-perspectivas_1_e-book.pdf;OK
D;Programa Nacional de Preservação da Documentação Histórica: pró-documento;http://www.fgv.br/Cpdoc/Acervo/arquivo-pessoal/RA/impresso/programa-nacional-de-preservacao-da-documentacao-historica-pro-documento;OK
D;Seminário Nacional de Arquivos Universitários;https://www.siarq.unicamp.br/siarq/images/siarq/pesquisa/produto_de_pesquisa/atas.pdf;OK
T;Avaliação;https://biblioteca.ibge.gov.br/biblioteca-catalogo.html?id=256186&view=detalhes;OK
D;Conservação dos Suportes Informacionais: do papel ao meio magnético;http://abecin.org.br/documentos/documentos-abebd/Documentos_ABEBD_10.pdf;Erro
D;Preservação de fotografias: métodos básicos para salvaguardar suas coleções;http://arqsp.org.br/wp-content/uploads/2017/07/39.pdf;OK
D;Do microfilme à imagem digital: como executar um projeto para estudo dos meios, custos e benefícios de conversão para imagens digitais de grandes quantidades de documentos preservados em microfilme;http://arqsp.org.br/wp-content/uploads/2017/07/49.pdf;OK
D;Armazenagem e manuseio;http://arqsp.org.br/wp-content/uploads/2017/08/1_9.pdf;OK
D;Métodos de armazenagem e práticas de manuseio;http://arqsp.org.br/wp-content/uploads/2017/08/1_9.pdf;OK
D;Temperatura, umidade relativa do ar, luz e qualidade do ar: diretrizes básicas de preservação;http://arqsp.org.br/wp-content/uploads/2017/08/14_17.pdf;OK
D;Salvamento de fotografias em caso de emergência. In: Administração de emergências;http://arqsp.org.br/wp-content/uploads/2017/08/20_25.pdf;OK
D;A proteção de livros e papel contra o mofo;http://arqsp.org.br/wp-content/uploads/2017/08/26_-29.pdf;OK
D;Controle integrado de pragas;http://arqsp.org.br/wp-content/uploads/2017/08/26_-29.pdf;OK
D;Planejamento;http://arqsp.org.br/wp-content/uploads/2017/08/30_32.pdf;OK
D;Serviços de informação arquivística na web centrados no usuário;http://biblioteca.an.gov.br/bnweb/upload/pasta10/acervo96449/96449_364.pdf;Erro
D;A arquitetura dos arquivos: reflexões em torno do conceito de ordem original;http://biblioteca.an.gov.br/bnweb/upload/pasta10/acervo96452/96452_366.pdf;Erro
D;Arquitetura dos arquivos: reflexões em torno do conceito de ordem original;http://biblioteca.an.gov.br/bnweb/upload/pasta10/acervo96452/96452_366.pdf;Erro
D;O sistema nacional de arquivos e a memória nacional;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112114/112114_344.pdf;Erro
D;Arquivos, viga mestre da informação;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112114/112114_344.pdf;Erro
D;O que é o sistema de arquivos da FGV;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112396/112396_337.pdf;Erro
D;A liberdade de informação e pesquisa;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112412/112412_347.pdf;Erro
D;Arquivos em sistemas nacionais de informação;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112412/112412_347.pdf;Erro
D;Arquivos na velha Roma;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112415/112415_348.pdf;Erro
D;Arquivo de filmes: preparação para a automação e criação de uma base de dados nacional;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112449/112449_358.pdf;Erro
D;Arquivos pessoais e documentos digitais: uma reflexão em torno de contradições;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112467/112467_371.pdf;Erro
D;Preservação de correspondências: o e-mail em laboratórios científicos e tecnológicos;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112470/112470_369.pdf;Erro
D;Gestão arquivística e preservação de documentos digitais no Brasil: estado da arte;http://biblioteca.an.gov.br/bnweb/upload/pasta12/acervo112472/112472_367.pdf;Erro
T;I Congresso Brasileiro de Arquivologia;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83142/83142_329.pdf;Erro
D;Documento destruído é história perdida;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83156/83156_350.pdf;Erro
T;A formação dos profissionais de arquivo;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo83158/83158_355.pdf;Erro
T;A importância da gestão de documentos para os serviços públicos federais;http://biblioteca.an.gov.br/bnweb/upload/pasta9/acervo85863/85863_361.pdf;Erro
D;O arquivo ou indício de uma falta;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/view/2019/1158;OK
D;As faces de Juliano Moreira: luzes e sombras sobre seu acervo pessoal e suas publicações;http://bibliotecadigital.fgv.br/ojs/index.php/reh/article/viewFile/2241/1380;OK
D;Integração dos instrumentos de gestão documental ao sistema de correspondência e processos administrativos (CPA) da Universidade do Estado de Santa Catarina (UDESC).;http://ceres.udesc.br/arquivos/id_submenu/619/artigo_vania_ribeiro.pdf;OK
D;Diretrizes do preservador: a preservação de documentos arquivísticos digitais: diretrizes para organizações;http://conarq.arquivonacional.gov.br/images/publicacoes_textos/Diretrizes_produtor_preservador.pdf;Erro
T;Dispositivo de informação contemporâneo: considerações preliminares para uma arqueogenealogia do horizonte informacional em nossa contemporaneidade;http://enancib.ibict.br/index.php/enancib/viienancib/paper/viewFile/2654/1782;Erro
D;O documento na Ciência da Informação: tradição e inovação conceitual a partir de uma abordagem histórica e epistemológica;http://enancib.ibict.br/index.php/enancib/xenancib/paper/viewFile/3143/2269;OK
D;Diplomática contemporânea como fundamento metodológico da identificação de tipologia documental em arquivos;http://enancib.ibict.br/index.php/enancib/xenancib/paper/viewFile/3161/2287;Erro
D;Imagem x palavra: a recuperação da informação imagética;http://livroaberto.ibict.br/handle/1/443;OK
D;A trama do arquivo: análise da trajetória de Oliveira Viana;http://livros01.livrosgratis.com.br/cp000122.pdf;OK
D;O que mudou em relação ao usuário e ao uso da informação após a página da web: o cenário de uma instituição de pesquisa e cultura brasileira;http://mast.br/images/pdf/publicacoes_do_mast/anais_3_encontro_de_arquivos_cientificos.pdf;OK
D;Descrição e pesquisa: reflexões em torno dos arquivos pessoais;http://mobileditorial.com.br/wp-content/uploads/2014/12/MOB010DESCRICAO-E-PESQUISA.pdf;OK
D;Breve história dos registros hospitalares;http://osnobresescritores.blogspot.com/2007/08/breve-histria-dos-registros.html;OK
D;Os acervos pessoais: memória e identidade na produção e guarda dos registros de si;http://pem.assis.unesp.br/index.php/pem/article/view/46/460;OK
D;Proteção do patrimônio documental: tutela ou cooperação?;http://portal.iphan.gov.br/uploads/publicacao/RevPat22_m.pdf;OK
D;Segurança da informação arquivística: o controle de acesso em arquivos públicos estaduais;http://portaldeperiodicos.eci.ufmg.br/index.php/pci/article/view/1290/1034;OK
T;Elementos de política de indexação em manuais de indexação de sistemas de informação especializados;http://portaldeperiodicos.eci.ufmg.br/index.php/pci/article/view/375/193;OK
D;A teoria dos arquivos e a gestão de documentos;http://portaldeperiodicos.eci.ufmg.br/index.php/pci/article/view/449/260;OK
D;Arquivos em sistemas nacionais de informação;http://repositorio.febab.org.br/items/show/1126;OK
D;Informação – esse obscuro objeto da Ciência da Informação;http://repositorio.ibict.br/bitstream/123456789/31/1/Morpheus2004Pinheiro.pdf;OK
D;Informação: esse obscuro objeto da ciência da informação;http://repositorio.ibict.br/bitstream/123456789/31/1/Morpheus2004Pinheiro.pdf;OK
D;Proposta de reforma curricular do curso de Arquivologia da universidade de Brasília. Cenário Arquivístico;http://repositorio.unb.br/bitstream/10482/1429/2/ARTIGO_PropostaReformaCurricular.pdf;OK
D;A representação da informação em arquivos: viabilidade de uso de padrões utilizados na Biblioteconomia;http://revista.arquivonacional.gov.br/index.php/revistaacervo/article/view/72/72;OK
D;O enfoque por processos na NBR ISO 9001 e sua aplicação nos serviços de informação;http://revista.ibict.br/ciinf/article/view/1059/1144;Erro
D;Paul Otlet: um pioneiro da organização das redes mundiais de tratamento e difusão da informação registrada;http://revista.ibict.br/ciinf/article/view/1176/1339;Erro
D;A Internet e seu Impacto nos Processos de Recuperação da Informação;http://revista.ibict.br/ciinf/article/view/754/781;Erro
D;Gestão Documental [slide];http://valentim.pro.br/ensino/pgua/Gest%C3%A3o_Documental.pdf;Erro
D;Zonas interdisciplinares entre a Arquivologia e a Ciência da Informação: cartografia das práticas discursivas;http://welder.eci.ufmg.br/wp-content/uploads/2014/08/Disserta%C3%A7%C3%A3o-Welder-Ant%C3%B4nio-Silva-PPGCI-UFF-IBICT.pdf;OK
D;A trajetória da arquivologia: três visões sobre os arquivos;http://www.aaerj.org.br/wp-content/uploads/2012/08/Anais-III-CNA.pdf;Erro
T;Como elaborar vocabulário controlado para aplicação em arquivos;http://www.arqsp.org.br/arquivos/oficinas_colecao_como_fazer/cf10.pdf;OK
D;Guarda e manuseio de materiais de registro sonoro;http://www.arquivonacional.gov.br/images/virtuemart/product/Registros%20Sonoros.pdf;OK
D;Ciência e Tecnologia na Preservação da Informação;http://www.arquivonacional.gov.br/media/Ciencia%20Tecnologia%208.pdf;OK
D;Manual de arranjo e descrição de arquivos;http://www.arquivonacional.gov.br/media/manual_dos_arquivistas.pdf;OK
T;Os arquivos nacionais: estrutura e legislação;http://www.arquivonacional.gov.br/media/v.1,n.1,jan-jun.1986.pdf;OK
D;Metodologia de pesquisa para apoio à organização dos acervos da administração pública brasileira;http://www.arquivonacional.gov.br/media/v.1,n.1,jan-jun.1986.pdf;OK
D;Arranjo e descrição: uma experiência de trabalho;http://www.arquivonacional.gov.br/media/v.2,n.1,jan-jun,1987.pdf;OK
D;Formas de interação entre os arquivos estaduais e oturas instituições culturais;http://www.arquivonacional.gov.br/media/v.3,n.2,jun-dez,1988.pdf;OK
D;A popularização dos arquivos;http://www.arquivonacional.gov.br/media/v.4,%20n.2,%20jul,%20dez,%201989-v.5,n.1,jan,1990.pdf;OK
D;A noção de documento: de Otlet aos dias de hoje;http://www.brapci.inf.br/index.php/article/download/12626;OK
D;Os usuários da informação arquivística;http://www.brapci.inf.br/index.php/article/download/62328;OK
D;Representação Metafórica como Filtro de Recuperação da Informação;http://www.brapci.inf.br/index.php/article/download/7453;OK
D;Organizar acervos particulares tarefa nada fácil;http://www.brapci.inf.br/index.php/res/download/55298;OK
D;Brevísssimas considerações sobre a busca de uma ação comunicativa entre o pensamento de Habermas e a diplomática arquivística contemporânea;http://www.brapci.inf.br/index.php/res/download/56342;OK
D;Letramento digital: um novo desafio acadêmico para o arquivista;http://www.brapci.inf.br/index.php/res/download/79946;OK
D;Inventário do arquivo Vinícius de Moraes;http://www.casaruibarbosa.gov.br/dados/DOC/edicoes_online/inventarios/Inventario_ViniciusdeMoraes.pdf;OK
D;De bissexto a contumaz: Inventário de Pedro Nava;http://www.casaruibarbosa.gov.br/pedronava/downloads/inventarionava.pdf;OK
D;Deliberação nº 239, de 1999. Regulamenta o arquivamento de documentos escolares em instituições de educação básica do Sistema Estadual;http://www.cee.rj.gov.br/deliberacoes/D_1999-236-245.pdf;OK
D;Documentos e documentação;http://www.conexaorio.com/biti/otlet/#S;OK
D;O Software Livre como Modelo Alternativo para a Automação de Unidade de Informação Arquivística;http://www.enearq2008.ufba.br/wp-content/uploads/2008/09/16-joao_tiago_santos.pdf;OK
D;Arquivos judiciais: organicidade e informação na Paraíba;http://www.enearq2008.ufba.br/wp-content/uploads/2008/09/18-anna_carla_silva_de_queiroz.pdf;OK
D;Os desafios da preservação de documentos públicos digitais;http://www.ip.pbh.gov.br/ANO3_N2_PDF/ip0302santanna.pdf;OK
D;O audiovisual como documento histórico: questões acerca de seu estudo e produção;http://www.mnemocine.com.br/index.php/cinema-categoria/24-histcinema/82-av-documento-histoirco;OK
